,text,label
102,电脑到了，第二天就到了，我填的地址是在乡下没想到快递还送到了家门口，厉害了我的哥，谢谢快递师傅辛苦了，开机10几秒，拿在手里稳稳的幸福，性价比真不是吹的，电脑屏幕很有感觉，颜值很高，绝对比图片上的好，开机超快，性能很好。还要谢谢&ldquo;黑寡妇&rdquo;同志，一切疑难都帮我解决了，帮我装好了系统省了我不少麻烦，在这里我没有吹逼，这台电脑真心不错，不论颜值还是性能，看图上你会觉得比较好看你买过来后绝对觉得比图上和介绍的好很多很多，语言无法描述完全反正你买了就会感觉到，相信已经买了的有亲身体验这台机子有多好，可能有人认为我在打广告，我来说说它的不足，他没有给我鼠标！！！！我很无奈，只能去亲戚家借了??，这我在乡下没有电脑店之类的，不过这好像不怪店家，??售后服务什么的或者产品问题之类的，&ldquo;黑寡妇&rdquo;和我说的很清楚，不懂的大家可以联系她(他)，我也不知道他(她)是帅哥还是美女。这是一次很愉快的购物，虽然没有鼠标?但缺陷才是美和比萨斜塔一样，我今天有点小激动(店家肯定没有想到我这么能说哈哈哈哈哈)10系显卡i7系统想象都爽，他们还有什么售后活动，当然这你自己去问，买电脑最重要的是电脑对吧，电脑好才是真,好评
103,"使用了一天才来评价，能想到的方方面面都说一下以供参考w
1、一次满意的购物体验，购机全程问了不少问题，感谢客服刀锋大大的耐心解答，给买家以充足的专业感与可信任感。这款电脑是买给父母的，我自己需要换电脑时也会考虑回购；
2、快递速度不错，比我预想的早一天到达，顺丰令人满意，店家发货也比较及时，收到货后检查各个部件包装良好，在长距离运输中没有产生多余的磕撞问题；
3、决定买这款电脑时经过了很仔细的挑选，在同价位电脑中这款的性价比很高。拿到电脑后操作很流畅，爸妈不习惯win10，把操作系统换成了win7，更换系统后运行也没有问题。赠送的无线键鼠都不错，不过无线鼠标操作时光标不如有线鼠标流畅，是一个美中不足的地方。接口两个3.0一个2.0，日常使用够用，比较灵活；
4、为测试性能先后运行了office办公软件、迅雷、爱奇艺、搜狗浏览器、最终幻想14，从办公、影音、游戏三个角度试用了一下。办公没有任何问题，影音方面外放声音不是很大，不过还算清晰，耳机体验不错。网速没问题的情况下看视频不卡顿，可以放心点开高清画质1080P观看。游戏方面一般游戏都没什么大问题，运行了联机网游FF14，不怎么掉帧，运行内存够用。
综上，95分，比较满意w",好评
104,连续在京东买了两个苹果，一个京东自营买的，买了还没一个月呢搞活动就降了400块钱，第二个就是这个，首先客服，在我拍下以后就没货了，可能我拍的是最后一件，然后问了客服几个问题，客服就表现出了爱买不买的样子，要不你重拍吧，反正重新拍就贵了的心理，着实让人闹心，然后是京东快递，说实话，京东快递真的不算快，他还嫌弃人家天天，这样真的好吗？然后是手机收到以后注册id，注册不了，因为这个手机已经注册过超过3个或者5个id，给苹果客服打电话，客服指导着查了保修，差了一个月，保修显示7月19号手机就已经售出了，苹果客户说可能因为没有激活的缘故，然后提供发票等购买凭证可以更改保修的，好吧，联系了京东这边的客服，客服说寄回肯定一个，如果是手机问题，包退换，可以，装包的时候手欠的我不小心把手机摔到了地上，地上，上，算了，就这吧，没有办法了，只能这样了，看到很多人说右边按有响，确实有，不过不影响使用，别的版本的目前买过的都没有这样状况，可能就是苹果为了占领市场才做的32g的，但是，质量才是硬道理，不管你的巴拉巴拉什么系列，都是你的产品，都应该认真对待，第一次这么长这么中肯的评价，买新东西总是好的，要开心的。,好评
105,1、我打开本子看见本子第一眼我就镇住了，3D金属壳非常帅气！本本整体一气呵成线条清晰硬朗，简约大气，视觉冲击力非常强，让我有一股征战沙场的冲动。2、本本开机键盘背光非常酷炫，没装固态硬盘开机速度都非常快，比我之前装了固态硬盘点电脑还要快。3、我之前担心质量有问题第一时间对笔记本进行了一次全方面考查。4、第一笔记本外观，当初买笔记本之前，在网上已经看了这个笔记本的图片，但是一直担心图片与实物有偏差。我之前真的是多虑了。5、第二性能方面，我用鲁大师检测了一下，鲁大师跑分20万，硬件都是大厂的。6、在之后第几天里我用本本进行3D建模非常流畅，没有任何卡顿，CPU、显卡、内存、硬盘等都在四五十度徘徊。7、本本放音乐特别好听立体音效特别好，两个扬声器硬是放出了四个扬声器的感觉，我还以为有四个扬声器结果和室友找了半天没找着，上官网看了才知道是两个，真的像宣传的那样后生可畏，炸你一耳迷幻。8、最后要感谢一下黑寡妇的热心服务，在和她的交谈中我感觉她的专业与自信，就是不知道颜值高到什么程度，不过我相信机械师旗舰店的每一位客服的颜值、专业、自信都能让我像第一眼看到本本的时候一样怦然心动。本本非常值得入手。,好评
106,"用了几天评价下吧，从我体验出发来说说，仙灵女巫客服也从中给予了很多建议。
1.价格
纠结了好久是买神州Z7M ，联想拯救者R720，联想小新锐7000，惠普暗夜精灵3，最后选择了这一款。活动价6799，最后价格很是实惠
2.质量~
第二天送达的机子，包装中规中矩。也没有送评论中说的牌子；开机键不太灵敏，每次开机都怀疑自己按下去没有；背光灯可设置多种模式，速度颜色等均可自定义，一键制冷效果很强
3.跑分~
由于缺少驱动，安装专业测试软件失败,娱乐大师首次跑分21W，没有设置高性能。分数挺高，娱乐娱乐。温度压测，最高72℃，测试1小时稳定在

60-64℃；360将不用的启动项都关闭了，电脑最快9&Prime;开机，也有时18&Prime;，不稳定。还没有联网，所以还没装游戏测试。老铁们推荐吃配置的游戏，挑战下
4.续航~
续航是游戏本的鸡肋之处，满电2小时不到宣布GG。游戏本我们不谈续航?
5.显示~
字体有点重影，这是win10系统通病，那样屏幕整体看上去很不协调，不实用，客服说设置显示100%就好了；
综合两个字，很棒。首先是外观，审美嘛，因人而异，但是我就是喜欢这款的造型，没有神船那样刻意低调，也没有外星人那样大秀肌肉，中庸之道甚合我意。屏幕是IPS的，没有模糊，颜色看着很饱满。",好评
107,"东西收到以后马上查看，发现与图片描述一致，超级喜欢，卖家发货速度很快，，服务也很到位，给老板点个赞，下次会介绍朋友过来买的。电脑挺好看的，朋友们都说很酷，但是感觉跑分比起别人有点低呢。评论里面都二十万左右呢。还没怎么用，性能不是很清楚呢我是个电脑小白。买这个主要是冲着性能来的，因为我的专业对性能要求很高，这个电脑感觉还蛮不错的，本来看见有好多好评，客服态度特别好。客服好像叫仙灵女巫，我猜应该是个温柔的小姐姐哈哈。希望这个电脑不会让我失望，因为是学生党，看了好多家才下定决心买了机械师的这一款电脑，对于我来说确实还蛮贵的实物和照片完全相符，希望性能也可以很不错，支撑我度过大学四年 。另外我还加了一个399的套餐，我觉得这样的选择简直趋近完美了，完全符合我对于电脑配置的要求。质量应该还不错，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物。最最最最重要的，就是，这个电脑真的很酷，打起游戏来超级爽。一点都不卡，长得也很好看，颜值非常符合我这个颜控的审美啊。超级超级好看，特别喜欢。",好评
108,"第一次购买机械师，也是第一次购买游戏笔记本，买之前特地看了机械师的相关信息和不少评论，大家的总体评价机械师杠杠的，相信群众的眼光
是雪亮的，所以忍不住了，决定剁手加盟。
首先要感谢机械师客服&ldquo;神奇先生&rdquo;耐心的解决我的疑问，而且还特意提醒到货及时检查屏幕，外观等细节，细心给力的服务?！还有我下单地址弄错，&ldquo;神奇先生&rdquo;和&ldquo;黑寡妇&rdquo;两度帮我更改地址，超赞！再来谈下爱机到手后感受吧
1、因为要出差客服&ldquo;神奇先生&rdquo;给我发的顺丰，从济南到东莞，三天到货，快递很给力！
2、三层包装，还有泡面保护，本本保护的很好，没有任何碰伤。
3、爱机出炉，银色的机械雄狮，相当吸引眼球，和介绍一样，拉风霸气！超喜欢他的外观！做工很精细，也很厚重沉稳。喜欢轻薄本的就得绕道了?
4、客服预装了win10原版系统，到货就能立即体验，没有固态硬盘（可能我当时没看清楚，还以为有固态，又再次的麻烦了神奇先生?）开机15秒以内，很不错了！检测屏幕无漏光，IPS屏看片很清晰，声音也很细腻，跑分19万2，如果有固态硬盘应该在20万以上！其他的相关硬件也都是硬牌子新货，风扇＋双散热窗，噪音小，温度低，很喜欢！
详细体验游戏后再追",好评
109,第一次买电脑，我对电脑就是个白痴。然后经过别人推荐，考虑了几个机型，最后选择了机械师。刚开始心里也很忐忑，不知道这个电脑到底怎么样。多方打听，说这个本还是不错的，就下单了。发货也非常快，3.4天就到手了，这个客服隐形女很负责也很幽默，快递到了后我仔细检查再签收，如有问题拒签的哦。再说一下电脑到手里的感受吧，首先快递的3层外包装就很满意，里边的电脑完好无损，就是我们这边太冷，清洁剂都冻上了，还好没有冻炸。电脑给我的第一感觉吧，就是挺重的，不过外观很帅。第一次开机用了好久，我以为是电脑问题，然而第二次就好了，10几秒左右吧。外观帅是一大亮点，，键盘的灯光更是另一大亮点，随意调换灯光背景颜色，发光频率等等，。。。非常的帅。在我们宿舍是一大亮点。我们宿舍网不怎么好，别的电脑都基本玩不了游戏，可是我的确能玩，虽然有时候网会有点卡，，不过不影响游戏体验！今天下午一共使用6个小时，装软件，拷贝资料，看视频，玩游戏，都没有明显发热，就是风扇的噪音有点大吧。总体来说还是满意的，，，不懂的问隐形女也会耐心解答。。非常完美的一次购物吧，。希望后续也不要出现太大问题，期待着有更多的惊喜吧！！！！,好评
110,一星给客服露可娜娜小姐姐，非常的耐心解答我的问题.一颗星给快递，昨天买的，今天下午，就是刚刚到的，包装严实。一颗星给电脑外观，非常的喜欢，舍友都说非常的高大上，我也是这么认为的。说照片吧，第一张照片是电脑，手机像数不太好，你们自己看吧，第二张是送的鼠标垫，深蓝色符合我的气质～，第三张是说明书。平心而论，这是一台配置非常不错的电脑，同等价格下，除了机械师，你找不到别的商店有这样的配置了（第一次买电脑看了许多商家，**最后还是选择了京东，二手～），最开心的还是领到了优惠券，对于还没有工作的大学生，省了300块钱，么么哒～对了还有送的机械键盘的键盘膜，这里就不拍了。当然也不是全都是好的，唯一让我不舒服的就是，我加的固态硬盘明明是128g，可是显示的只有103g，恩，与广告上说的不一样，不过还是可在接受范围，刚刚才裁开，用一段时间后，再来追评，希望机械师不会让我失望，我也不想退回去重新再买了（处女情结～咳咳&rarr;_&rarr;）我不是商家找到脱，滴～滴滴&hellip;&hellip;期待段友们的神评论，有问必答。咳咳应该够500字了吧，希望露可娜娜小姐姐喜欢我的评论，不要让我失望了哦～我说完了，谢谢观看，请放心室友，我走了,好评
111,我都不带犹豫的选择了这款猎空，朋友说要作图，我就说选择机械师没错，然后去京东看了一下，才知道机械师出了新款游戏本，也就是这款猎空，我大概看了一下就给朋友打电话说就买这个，朋友也是相信我不带犹豫直接上款，游戏本吧，懂的人都知道性能的代表，但是缺点也很明显，便携性不好，笨重，厚重，一般都在七八斤往上，一般人来看就是丑，但是这款游戏本颠覆了我对游戏本的理解，感觉就是一款商务本，我没想到有一本可以做的这么轻薄，漂亮，自己并不是什么专业人士，就是就自己的感觉写一下感受，我想说这款电脑应该能算得上是游戏本的一个划时代的作品吧，全面屏和外观设计，最近有很多的全面屏超薄游戏本问世，或许这就是引领潮流吧，在我心里猎空就是全面屏游戏本的鼻祖，本以为这个价应该不带正版系统，没想到还是自带win10，我在详情里面看到这次DOS系统我都给朋友做好了U盘启动，花了好几个小时主要是朋友是小白，有的人第一天就收到了，我今天才收到，打开包装那一刻我觉得所有的等待都是值得的，这炫酷的机械键盘和背光logo，全面屏，金属机身设计，简直就是一件艺术品，用过再来追评，最后非常感谢#蜘蛛侠#，我能说一个字都打不了了吗，打满了?,好评
112,第一：拿到的是全新机，很开心。这也是为什么最后我还是买了炫六新品的原因，不想拿退换机。是全裸机。第二：价格合理，相同配置，这个价位差不多。有点小后悔没买蜂鸟的，不过我相信一份价格一分货，后面加配置我感觉没有官配兼容性那么好吧，为了独显选了炫六。第三：不知道算不算薄，厚度看图片吧，用了亲嘴烧辣条作参照物。第四：孔位拍了照片了，自己对着看一下有什么孔。蓝色的Us敏感词b孔没有右边的两个孔那么紧。第五：续航大概六小时，听歌办公的话。第六：独显运行LOL高画质100帧左右吧，够用了。内存一定要买八g才够用的。第七：开机速度快，运行什么的都很流畅啊。第八：问题：使用时间不足100小时，期间音响试过有一次有电流声一会，然后又没了。屏幕试过一次在开省电模式的时候忽然很黄，关了省电模式再开又没有了。屏幕亮度开最低亮度的时候会一卡一卡地变，一会变亮一会变暗。第九：确实有点重，但是感觉和小新差不多重。外形很低调啊哈哈哈哈。起名叫房怪怪。读机械的女生从不认输，这电脑扛着不累。第十：键盘敲起来感觉手感不错，小键盘用着好爽啊。不过很快就买键盘用了。第十一：触控板够大，灵敏，反正我用着还算顺手。评论区继续。,好评
113,"来生，我依旧等你
我藏不住秘密，也藏不住忧伤，
正如我藏不住爱你的喜悦，
藏不住分离时的彷徨。我就是这样坦然，你舍得伤，就伤。
如果有一天，你要离开我，我不会留你，我知道你有你的理由；如果有一天，你说还爱我，我会告诉你，其实我一直在等你；如果有一天，我们擦肩而过，我会停住脚步，凝视你远去的背影，告诉自己那个人我曾经爱过。或许人一生可以爱很多次，然而总有一个人可以让我们笑得最灿烂，哭得最透彻，想得最深切。
炊烟起了，我在门口等你。
夕阳下了，我在山边等你。
叶子黄了，我在树下等你。
月儿弯了，我在十五等你。
细雨来了，我在伞下等你。
流水冻了，我在河畔等你。
生命累了，我在天堂等你。
我们老了，我在来生等你。
能厮守到老的，不只是爱情，还有责任和习惯。
永远也不要记恨一个男人，毕竟当初，他曾爱过你，疼过你，给过你幸福。永远不要说这个世界上再也没有好男人了，或许明天，你就会遇到爱你的那个男人，在你眼里，他再坏也是好。
每个人都有一个死角，自己走不出来，别人也闯不进去。我把最深沉的秘密放在那里。
你不懂我，我不怪你。
每个人都有一道伤口，或深或浅。我把最殷红的鲜血涂在那里。
你不懂我，我不怪",好评
114,本来是想买联想的拯救者或惠普的暗影精灵系列的，担心小牌子问题多，犹豫了很长时间。最后还是因为外观选择了机械师。电脑我是几天前就收到了，在忐忑中的打开包装，和顺丰小哥一起打开的电脑，电脑外观好酷，吸睛的很。看完外观后，屏幕完美，一次点亮。相当ok，验收完毕后，就迫不及待的的回家打开电脑。由于自己太相信周鸿祎，就优化了下，悲剧来了，各种卡，还以为是硬盘有问题呢，就想怎么这么倒霉，有问题啊。就换了一块固态硬盘，问题又来了，系统我不会装。好在服务很好，在这里很感谢特别是一个叫（黑寡妇）很耐心，服务周到，做到了言无不尽。忙活了三天，终于把系统装好了，开机一切很好，很顺，也不卡，用鲁大娘测了下，跑分20万左右。接着把原机的机械硬盘换上，重新装了系统，开机后运行也很好，就是开机时间比固态慢十几秒。固态开机10秒，机械硬盘开机22秒。机械硬盘跑分也是19万多。性能差距不大，等系统装的软件多了，机械硬盘开机会再慢一点。ps:建议大家加快固态硬盘，开机没有声音，而且发热量也小。今天赶紧下了暗黑破坏神3，开最高，完美运行，发热不大。接着GAT5和魔兽世界都比较流畅，大赞一个。再说一次屏幕，很亮，无亮点。完美,好评
115,等了好几天终于来了，刚到手就迫不及待的拆开了，但是忽然发现有几个键不能用，后来询问客服之后调理好了。第一次买好一点的游戏笔记本，对于游戏笔记本还是有点陌生，而且之前从来未在网络上购买过类似于这些的笔记本电脑，担心质量或者外屏不保险或在运输过程中有破损现象，迟迟不敢下手买，这台电脑经过综合比量，性价比是最高的一款，价格也不贵，而且经客服&ldquo;月亮骑士&rdquo;耐心细致对我咨询的问题做的进一步讲解，让我敢下决心去买这台游戏笔记本电脑，客服&ldquo;月亮骑士&rdquo;还会提醒你及时检查游戏笔记本的外观等，感觉客服很好。再说这台笔记本，外观非常的精美细致，有种对男人与生俱来的吸引力，刚刚入手几天，里面的显卡、硬盘、主板等都有了细致的了解，运行如GTA5、使命召唤12、跳伞求生等都很流畅，电脑散热功能比较完备，不会同之前的电脑笔记本发生果然蓝屏的现象，电脑很实用也很不错，对于偶尔或者喜爱大型单机游戏和穿越火线以及英雄联盟的我很实用也很有吸引力。对于初次接触接触此类优良的笔记本对我也是一种乐趣，很推荐这款游戏笔记本电脑，同时十分感谢客服&ldquo;月亮骑士&rdquo;的耐心、细致、热情、周到的服务和讲解。跑分219686,好评
116,"刚拿到手，就试用了下，今天很晚了就不打算折腾了，写一下目前的感受，希望对后来的买家有参考价值。性能啥的我就不说了，我不专业，总体感觉这电脑适合轻度玩家，我就打打dota2和dnf，足够，以后可能会加个8G内存。
1. 很漂亮，很薄。我上一个电脑也是神舟的，似乎还是5代U，陪了我大学4年，别的都可以调教得好，就是傻大粗黑，太重了。这个电脑我拿手上就像玩具一样，很精致，很轻，不敢相信是神舟的。背壳上没有KingBook logo，这点太舒服了，之前看上t97就是因为有这个logo让我不想买了。这个电脑的外观总结一下就是，很酷但不杀马特，拿到工作中使用也不会让你尴尬。
2. 接口比较齐全，让我意外的是居然有SD卡槽，SIM卡槽虽然有，但是封起来了，应该是用不了的，不影响。SD卡槽我刚刚试了一下，好插进去但是弹出来需要左右两边同时按。
3. 屏幕完美，无亮点。虽然不是全面屏，但是还好，不丑。键盘和触控板都还行，相比我之前的电脑好了很多。大多数时候还是用外接显示器和键盘。
4. 这个电脑我最大的遗憾是没有指纹识别，要知道我的上一个5代U电脑都有。有点不习惯。不过谁让这台是8代U呢。
不上船是不可能的，又没有钱又想搞个好8代U，只有上船才能维持的了这样子。",好评
117,外表看着美观大气上档次。一直信任京东。质量不错，送货很快，服务很好！ 太漂亮，大气，档次高，超喜欢。 货比三家，选的也好是辛苦啊?现在除了一碗热气腾腾的拉面，在强哥这里买不到其他的，只有你想不到没有买不到? 上午下单，下午到家速度啊！看着还行 货品不错，装了实用。质量可以。是值得购买 不错不错不错！！！！！！用了还可以，刚开始用有点涩。很干净，质感也不错，价位适中，性价比一般吧。 不错 物流一天就到了 整体感觉很不错，收到就用了，挺喜欢的，这个用的好，还要买多几个。 物美价廉，用着看看吧，免去市场购物之劳 ，推荐答案 我为什么喜欢在京东买东西，因为今天买明天就可以送到。我为什么每个商品的评价都一样，因为在京东买的东西太多太多了，导致积累了很多未评价的订单，所以我统一用段话作为评价内容。京东购物这么久，有买到很好的产品，也有外表看着美观大气上档次。一直信任京东。质量不错，送货很快，服务很好！ 太漂亮，大气，档次高，超喜欢。 货比三家，买到比较坑的产品，如果我用这段话来评价，说明这款产品没问题，至少85分以上， 宝贝收到了，非常喜欢，质量很好，卖家热情，物流给力，非常愉快的一次购物，好评！,好评
118,"之前买游戏本时犹豫不决，不知道该买哪个，后来看到机械师这个牌子，又考虑了一番，决定入手这台机子。一直担心出现硬盘是二手的，
电池是损耗的，甚至机子是二手的，但是一拿到用鲁大师检测，我放心了一半，又载了守望先锋，全开最高特效，发现毫无压力，这流畅的程度让我那台老华硕眼泪都下来了。。&rarr;_&rarr;至于其他游戏，我是很放心的，因为使命召唤13，极品飞车14，我那华硕都带的飞起。而这机子主要就是为了守望屁股买的。这机子还是非常符合我的心意。至于厚度，大家都知道游戏本就没有很薄的，但如何处理这种厚重感，这机子是用了f117的原型，这种流线型得感觉，带的霸气让我第一眼就喜欢上，因为有的机子（不说牌子了，免得被和谐）傻大黑粗，我只能这样形容。。背光键盘也不像其他牌子一样要自己载驱动软件，已载好的服务让我这种懒人不必麻烦了，恩，系统什么的也都载好了，很方便，一到就可以拿去用了。看视频的时候，真的高清流畅，是显卡的缘故？不得不说的是，这机子一键风冷的功能简直是黑科技，按fn＋1就高速运转风扇排热，简直六的飞起，还有如果第一天鲁大师测出来只有13w，别紧张第二天就有19w。我就是这样。最后感谢隐形女真诚的帮忙?",好评
119,"吾消费京东商城数年，深知各产品琳琅满目、然，唯此宝物与众皆不同，
为出淤泥之清莲，使吾为之动容，心驰神往，以至茶饭不思，寝食难安，
辗转反侧无法忘怀，于是乎紧衣缩食，凑齐银两，倾吾之所有而能买，
东哥之热心、快递员之殷切，无不让人感激涕零，可谓迅雷不及掩耳盗铃
儿响叮当仁不让世界充满爱，待打开包裹之时顿时金光四射：屋内升起七
彩祥云，处处皆是祥和之气。吾惊讶之余甚是欣喜若狂，呜呼哀：哉！
此宝乃是天上物，人间又得几回求！遂沐浴更衣，焚香祷告后与人共赏此宝，
人皆赞叹不已，故生此宝物款型及做工，超高性价比之慨且赞吾独具慧眼与时尚品位，
产品介绍果然句句实言，毫无夸大欺瞒之嫌，实乃大家之风范，忠义之商！家，这个商品还真好，
非常喜欢，也很欣赏京东的售后服务和配送速度真的不错，买东西就在京东买，选自营没有错更：
多正品保障更多售后保障更快到货和退换速度无人能敌，看！
天下网购发货速度谁最快答京东商城售后服务谁最好答：
京东商城配送服务谁最强：京东商城，品质保障谁最棒答：
京东商城，正所谓：要问电商哪家强，中国网购数京东我为！
什么喜欢在京东买东西，因为今天买明天就可以送到，抢到就是赚到",好评
120,F1~F12键上方的温度还是挺高的。第一次买笔记本电脑。人生的第一台。初次体验的话反应速度很快。没有那种装了WIN10很卡的那种感觉。色差对比了一下确实很明显。我是设计专业的。平时也会用到PS和CDR AI这些做图工具。可能会对我有点影响。但是不算特别大。毕竟平时自己都是用CMYK或者RGB色彩值输入进去的。但是屏幕的细腻度好像是有点低。玩了盘三国杀感觉画面有点朦胧。。清晰度不高。音质不错。还有就是。我本来打算在华为商城那里购买的笔记本。。但是不知道为何卡刷不了。说我没有额度。但是卡里明明还有6600的额度的。后来没办法选了京东来购买。。也少了点赠品。没有官网的耳机和指环扣。好在支持白条支付。省了很多麻烦。我买这台笔记本的初衷就是为了不再用卡顿的台式机。我家的台式机是I5CPU的。显卡是GTX1060。但是玩起来还是很卡。估计是硬盘不好。加上CPU不好。。所以这次选的I7处理器。平时自己很反感购买华为的产品。因为他家的麒麟处理器不流畅。但是笔记本不一样。主流的配置。主流的芯片。这是我买他的一个理由。加上超高的性价比。流畅度没法说。对我们设计师来说。这就是必须的。。有点点小瑕疵可以接受。但是真的希望京东的礼品能做到官网同步。,好评
121,"其实让我评价这台电脑怎么样的时候，其实我是拒绝的！因为大家不管买什么东西的时候都是已经看好了再买的，如果我再介绍这个电脑配置是什么什么样听起来像是假的！所以，买东西主要看自己的心情的。我觉得客服妹子@隐形女服务非常棒，下单以后马上会主动联系你提醒你一些注意事项，像我不懂电脑就感觉非常暖非常有用！不过还是简单对这个个电脑说两句，电脑没差，也看了很多其他买了的朋友都是一样的。我个人比较喜欢机械感强一点的东西，很酷炫的银色！希望送的银色包包快快到来，装起来就更加完美了。我对电脑也是懂一半，个人感觉win10系统非常棒，跑起来也快的刹不住车，开机时间感觉并不是特别快，装了一些软件后开机时间十五秒左右。系统装的是win10专业版，专业版的系统相对于家庭版要好多了。其他硬件配置不用说了，都有介绍的。这种配置的电脑百分之八十的高端游戏都能跑起来了，还是要多加体验才能感受到真正的快！废话不多说得赶紧试试！
       再次感谢客服隐形女！还有顺丰快递哥哥，路上跑了一天半就到了，快上加快，心情非常激动的！各位看上了咬咬牙跺跺脚买下来绝对不会让你失望的！最后祝生意兴隆，还有我的提包一定要第一时候发货哦！",好评
122,我打开本子看见本子第一眼我就镇住了，3D金属壳非常帅气！本本整体一气呵成线条清晰硬朗，简约大气，视觉冲击力非常强，让我有一股征战沙场的冲动。2、本本开机键盘背光非常酷炫，没装固态硬盘开机速度都非常快，比我之前装了固态硬盘点电脑还要快。3、我之前担心质量有问题第一时间对笔记本进行了一次全方面考查。4、第一笔记本外观，当初买笔记本之前，在网上已经看了这个笔记本的图片，但是一直担心图片与实物有偏差。我之前真的是多虑了。5、第二性能方面，我用鲁大师检测了一下，鲁大师跑分20万，硬件都是大厂的。6、在之后第几天里我用本本进行3D建模非常流畅，没有任何卡顿，CPU、显卡、内存、硬盘等都在四五十度徘徊。7、本本放音乐特别好听立体音效特别好，两个扬声器硬是放出了四个扬声器的感觉，我还以为有四个扬声器结果和室友找了半天没找着，上官网看了才知道是两个，真的像宣传的那样后生可畏，炸你一耳迷幻。8、最后要感谢一下黑寡妇的热心服务，在和她的交谈中我感觉她的专业与自信，就是不知道颜值高到什么程度，不过我相信机械师旗舰店的每一位客服的颜值、专业、自信都能让我像第一眼看到本本的时候一样怦然心动。本本非常值得入手。,好评
123,首先  这款电脑  外形特征优美 帅气  深的我的喜爱  键盘上手很舒服  大赞特赞  吃鸡玩的还行，只不过有点卡操作起来也很方便还有那个战地  泰坦什么的都可以带起来连着wifi连接什么的都特别顺畅，可以，可以玩，然后黑寡妇客服服务态度也很好，嗯嗯总而言之大赞特赞，希望各位机友然后，就是多多支持这款电脑，这款电脑保修，还有，一两年吧，非常喜欢这种就是机械师这款电脑，然后，以后不电脑要买电脑的话，我还是要买机械师，我也会向我朋友推荐机械师这款电脑，总而言之大赞特赞喇叭，音响也挺好，然后平面也很清晰，也很清楚啊，然后自带风扇，散热情况也非常的好，摄像头也非常照的也非常的清晰，还耐摔当然也不能很摔，看着当然也看着很高端大气上档次，在朋友面前也很有面子，买这款电脑玩游戏，运气非常的好，我想买这款电脑用气应该不会那么差吧，内存什么的也都挺大了，然后玩起游戏也特别的顺畅，充电也非常的快，基本上三四十分钟四五十分钟也就充满了，而且还省电耐用什么的总而言之，我比较特别喜欢这款电脑，以后我还会要买这款电脑嗯，只不过我买的不是这种类型的，还要更高端大气上档次的那种，总之黑寡妇这客服服务也挺好。很赞哇哈哈,好评
124,京东物流神速!今天是首发，没想到早上就收到了。玩了一下午，说说感受吧。S9就像是给S8做了&ldquo;微创手术&rdquo;，乍一看上去没啥区别，但是就是更好看了，摸起来也更顺手了。上下额进一步收窄，边框也由高亮改为更具金属感的磨砂，按键的宽度和位置也进行了微调，的确没那么细窄了，按压感更好。指纹识别的位置终于回归人性化设计，手指触摸自然，也不会碰到摄像头。指纹输入效率也显著提高，将手指自上而下滑动指纹识别模块，便可快速录入指纹，免去点击数次才可录入的烦恼。以上是外观细节方面，下面才是重量级升级!此次S9搭载立体声扬声器，并且由AKG调音杜比认证。低音浑厚，中高音也是恰到好处，从此之后也不用另外连着蓝牙音响了。F1.5/F2.4智能可变光圈，把手机拍照提升到了一个新的高度，这次S9更有&ldquo;夜视仪&rdquo;之称，手机晚上拍照是鸡肋也将成为过去。当然还有凝时拍摄、动态萌拍的加入，让你的生活充满创意和乐趣。最后说下系统，预装安卓8.0，三星优化。如果说NTOE8打开程序&ldquo;几乎&rdquo;是秒开，这次S9是真的秒开了，快得不像是一台三星手机!升级的地方还是很多吧，算是三星今年很有诚意的产品，价格只比上代高100多元，想想现在的物价&hellip;&hellip;,好评
125,"用了一段时间才来评价的，因为刚到手时遇到一个问题，就是单独用电池会莫名奇妙自动断电。当时以为是安装软件导致的，也没太在意，后面一直用电源，再没遇到这个问题，也就忘了。直到前两天再次单独电池供电，又好几次出现这种情况，因为耽误了事情，然后网上搜了一下，有人说可能是主板问题，当时就很生气，立马申请了售后换机。当天售后联系了我，态度挺好的，建议我去华硕售后检测并提供了地址。想想要换机也麻烦，冷静下来后还是送检了(免费)，第二天收到华硕售后通知:硬件没有问题，是固件的原因，已经更新解决了。然后去取机器，现场试了一下没有问题。拿回家用了几天，确定再没问题后才来评价。另外我发现更新固件后感觉噪音降低了，然后跑分也高了，不知道算不算因祸得福？视频就是刚刚才拍的，照片是拿到机器时拍的，因为这个bug问题就缓了一下没有发。卖家送了包包、无线鼠标和鼠标垫，而且买的时候可以用券，整个下来，比直营还是划算很多的。
总的来说，还算满意吧，虽然有小插曲，但不是卖家的问题，毕竟是新款再加新处理器，谁让自己选择当第一批啃螃蟹的人呢&hellip;如果再有人遇到这个问题，还是建议先去官方售后看看吧，这样更省事儿。",好评
